Detph(g/cm2) Deposition(electrons-cm2/g)
0.17	-.11
0.37	-.0541
0.74	-.0293
1.11	-.0187
2.06	-.0035
2.98	.0091
3.90	.0247
4.80	.0520
5.73	.0976
6.44	.159
6.96	.215
7.34	.255
7.77	.307
8.12	.323
8.31	.321
8.49	.320
8.74	.292
9.02	.253
9.21	.210
9.57	.126
9.95	.0513
10.14	.0245
10.32	.0127
10.52	.0044
10.70	.0016
10.89	.0006
